statement national reference no: 918524, date: 28.02.2015, salesperiode: 01.02.2015-28.02.2015

article no;artist / title;stock begin / end;arrivals dispatch;domestic qty/dealer/net(aver.);amount domestic;export qty;returns domestic qty/dealer/net(aver.);amount returns domestic;f.o.c dom.;total amount
CD 06264;SCHRADER, MEIKE;Das Grün In Deinen Augen;Kaffeehaussong;Spotify;13 / 0,003 / 0,002;0,03
CD 06264;SCHRADER, MEIKE;Das Grün In Deinen Augen;Im Ring;Rdio;1 / 0,005 / 0,004;0,00
CD 06264;SCHRADER, MEIKE;Das Grün In Deinen Augen;Sicherhalt;Napster;9 / 0,007 / 0,005;0,05
CD 06264;SCHRADER, MEIKE;Das Grün In Deinen Augen;Sicherhalt;Rdio;1 / 0,005 / 0,004;0,00
CD 06264;SCHRADER, MEIKE;Das Grün In Deinen Augen;Sicherhalt;simfy;2 / 0,019 / 0,015;0,03
CD 06264;SCHRADER, MEIKE;Das Grün In Deinen Augen;Sicherhalt;Spotify;19 / 0,004 / 0,003;0,06
CD 06264;SCHRADER, MEIKE;Das Grün In Deinen Augen;Utopia;amazon cloud;5 / 0,000 / 0,000;0,00
CD 06264;SCHRADER, MEIKE;Das Grün In Deinen Augen;Utopia;Napster;6 / 0,006 / 0,005;0,03
CD 06264;SCHRADER, MEIKE;Das Grün In Deinen Augen;Utopia;Rdio;2 / 0,005 / 0,004;0,01
CD 06264;SCHRADER, MEIKE;Das Grün In Deinen Augen;Utopia;simfy;1 / 0,019 / 0,015;0,02
CD 06264;SCHRADER, MEIKE;Das Grün In Deinen Augen;Utopia;Spotify;16 / 0,004 / 0,003;0,05
CD 06264;SCHRADER, MEIKE;Das Grün In Deinen Augen;Wiegenlied;amazon cloud;5 / 0,000 / 0,000;0,00
CD 06264;SCHRADER, MEIKE;Das Grün In Deinen Augen;Wiegenlied;Napster;4 / 0,006 / 0,005;0,02
CD 06264;SCHRADER, MEIKE;Das Grün In Deinen Augen;Wiegenlied;Spotify;10 / 0,003 / 0,002;0,02
CD 06264;SCHRADER, MEIKE;Das Grün In Deinen Augen;Wiegenlied;simfy;1 / 0,019 / 0,015;0,02
CD 06264;SCHRADER, MEIKE;Das Grün In Deinen Augen; ;Amazon;1 / 4,480 / 3,584;3,58
CD 06264;SCHRADER, MEIKE;Das Grün In Deinen Augen;Ein neuer Tag;amazon cloud;5 / 0,000 / 0,000;0,00
CD 06264;SCHRADER, MEIKE;Das Grün In Deinen Augen;Die Geister, die ich rief;Spotify;14 / 0,004 / 0,003;0,04
CD 06264;SCHRADER, MEIKE;Das Grün In Deinen Augen;Die Geister, die ich rief;simfy;1 / 0,019 / 0,015;0,02
CD 06264;SCHRADER, MEIKE;Das Grün In Deinen Augen;Die Geister, die ich rief;Napster;4 / 0,006 / 0,005;0,02
CD 06264;SCHRADER, MEIKE;Das Grün In Deinen Augen;Das Grün in deinen Augen;simfy;2 / 0,019 / 0,015;0,03
CD 06264;SCHRADER, MEIKE;Das Grün In Deinen Augen;Das Grün in deinen Augen;Napster;14 / 0,006 / 0,005;0,07
CD 06264;SCHRADER, MEIKE;Das Grün In Deinen Augen;Ach Bitte;Spotify;15 / 0,003 / 0,002;0,04
CD 06264;SCHRADER, MEIKE;Das Grün In Deinen Augen;Ach Bitte;simfy;1 / 0,019 / 0,015;0,02
CD 06264;SCHRADER, MEIKE;Das Grün In Deinen Augen;Ach Bitte;Rdio;1 / 0,005 / 0,004;0,00
CD 06264;SCHRADER, MEIKE;Das Grün In Deinen Augen;Ach Bitte;Napster;7 / 0,006 / 0,005;0,04
CD 06264;SCHRADER, MEIKE;Das Grün In Deinen Augen;Ach Bitte;amazon cloud;5 / 0,000 / 0,000;0,00
CD 06264;SCHRADER, MEIKE;Das Grün In Deinen Augen;Das Grün in deinen Augen;Spotify;13 / 0,003 / 0,003;0,03
CD 06264;SCHRADER, MEIKE;Das Grün In Deinen Augen;Ein neuer Tag;Napster;3 / 0,006 / 0,005;0,02
