statement national reference no: 918948, date: 30.04.2015, salesperiode: 01.04.2015-30.04.2015

article no;artist / title;stock begin / end;arrivals dispatch;domestic qty/dealer/net(aver.);amount domestic;export qty;returns domestic qty/dealer/net(aver.);amount returns domestic;f.o.c dom.;total amount
CD 06261;OWLS OF THE SWAMP  ;Go With River;Praying Mantis;Napster;1 / 0,008 / 0,006;0,01
CD 06261;OWLS OF THE SWAMP  ;Go With River;Long May You Run;Spotify;35 / 0,004 / 0,003;0,10
CD 06261;OWLS OF THE SWAMP  ;Go With River;By The Riverside;Google Play;23 / 0,006 / 0,005;0,11
CD 06261;OWLS OF THE SWAMP  ;Go With River;43;Spotify;73 / 0,003 / 0,003;0,20
CD 06261;OWLS OF THE SWAMP  ;Go With River;By The Riverside;Napster;1 / 0,008 / 0,006;0,01
CD 06261;OWLS OF THE SWAMP  ;Go With River;By The Riverside;simfy;1 / 0,019 / 0,015;0,01
CD 06261;OWLS OF THE SWAMP  ;Go With River;Go With River;Napster;1 / 0,008 / 0,006;0,01
CD 06261;OWLS OF THE SWAMP  ;Go With River;Go With River;simfy;1 / 0,019 / 0,015;0,01
CD 06261;OWLS OF THE SWAMP  ;Go With River;Go With River;Spotify;27 / 0,004 / 0,003;0,08
CD 06261;OWLS OF THE SWAMP  ;Go With River;Stones and Bones;Deezer;61 / 0,010 / 0,008;0,50
CD 06261;OWLS OF THE SWAMP  ;Go With River;Long May You Run;simfy;1 / 0,019 / 0,015;0,01
CD 06261;OWLS OF THE SWAMP  ;Go With River;Long May You Run;Napster;1 / 0,008 / 0,006;0,01
CD 06261;OWLS OF THE SWAMP  ;Go With River;Long May You Run;Google Play;2 / 0,004 / 0,003;0,01
CD 06261;OWLS OF THE SWAMP  ;Go With River;Here Comes The Wind;Spotify;54 / 0,005 / 0,004;0,23
CD 06261;OWLS OF THE SWAMP  ;Go With River;Here Comes The Wind;simfy;1 / 0,019 / 0,015;0,01
CD 06261;OWLS OF THE SWAMP  ;Go With River;Here Comes The Wind;Napster;1 / 0,008 / 0,006;0,01
CD 06263;VARIOUS ARTISTS;Melodica Compilation #2;When I Dream I See;Spotify;8 / 0,006 / 0,005;0,04
CD 06263;VARIOUS ARTISTS;Melodica Compilation #2;Water Song (feat, ITC);Google Play;6 / 0,008 / 0,006;0,04
CD 06263;VARIOUS ARTISTS;Melodica Compilation #2;Trapped Fox (Live at Melodica Berlin 2010);Spotify;1 / 0,007 / 0,005;0,01
CD 06263;VARIOUS ARTISTS;Melodica Compilation #2;Start Something;Spotify;2 / 0,006 / 0,005;0,01
CD 06263;VARIOUS ARTISTS;Melodica Compilation #2;Start Something;Google Play;1 / 0,006 / 0,005;0,01
CD 06263;VARIOUS ARTISTS;Melodica Compilation #2;Lost Something Good;Spotify;2 / 0,008 / 0,007;0,01
CD 06263;VARIOUS ARTISTS;Melodica Compilation #2;Lost Something Good;Google Play;7 / 0,007 / 0,006;0,04
CD 06263;VARIOUS ARTISTS;Melodica Compilation #2;Jennifer;Spotify;1 / 0,001 / 0,001;0,00
CD 06263;VARIOUS ARTISTS;Melodica Compilation #2;Jennifer;Google Play;2 / 0,014 / 0,011;0,02
CD 06263;VARIOUS ARTISTS;Melodica Compilation #2;Dead Horse;Spotify;1 / 0,001 / 0,001;0,00
CD 06263;VARIOUS ARTISTS;Melodica Compilation #2;Jennifer;Xbox Music;1 / 0,025 / 0,020;0,02
CD 06264;SCHRADER, MEIKE;Das Grün In Deinen Augen;Wiegenlied;Spotify;1 / 0,006 / 0,005;0,01
CD 06264;SCHRADER, MEIKE;Das Grün In Deinen Augen;Im Ring;Google Play;2 / 0,010 / 0,008;0,02
CD 06264;SCHRADER, MEIKE;Das Grün In Deinen Augen;Im Ring;Napster;4 / 0,008 / 0,006;0,02
CD 06264;SCHRADER, MEIKE;Das Grün In Deinen Augen;Im Ring;Rdio;1 / 0,005 / 0,004;0,00
